Town/County,Year,Industry Name,Measure Type,Value
Willington,2014,Manufacturing,US Dollars,49469.768763
Willington,2014,Retail Trade,US Dollars,-9999
Willington,2014,Health Care & Social Assistance,US Dollars,16089.93956
Willington,2014,Accommodation And Food Services,US Dollars,16226.771007
Wilton,2014,Local/Municipal Government,US Dollars,55217.875575
Wilton,2014,Construction,US Dollars,59109.824209
Wilton,2014,Manufacturing,US Dollars,-9999
Wilton,2014,Retail Trade,US Dollars,38838.76136
Wilton,2014,Finance And Insurance,US Dollars,316999.08837
Winchester,2014,Local/Municipal Government,US Dollars,49622.508267
Winchester,2014,State Government,US Dollars,45653.216102
Winchester,2014,Construction,US Dollars,39271.009421
Winchester,2014,Manufacturing,US Dollars,53933.144457
Winchester,2014,Retail Trade,US Dollars,32626.524205
Winchester,2014,Health Care & Social Assistance,US Dollars,35751.6704
Windham,2014,Local/Municipal Government,US Dollars,47744.070796
Windham,2014,State Government,US Dollars,40980.331063
Windham,2014,Construction,US Dollars,47664.150313
Windham,2014,Manufacturing,US Dollars,64112.618083
Windham,2014,Retail Trade,US Dollars,27697.658795
Windham,2014,Health Care & Social Assistance,US Dollars,41666.909838
Windham County,2014,All Industries,US Dollars,40487
Windham County,2014,Local/Municipal Government,US Dollars,43127
Windham County,2014,Construction,US Dollars,45742
Windham County,2014,Manufacturing,US Dollars,56720
Windham County,2014,Retail Trade,US Dollars,27820
Windham County,2014,Health Care And Social Assistance,US Dollars,39764
Windham County,2014,Accommodation And Food Services,US Dollars,16147
Windsor,2014,Construction,US Dollars,48322.8389
Windsor,2014,Manufacturing,US Dollars,95602.77589
Windsor,2014,Retail Trade,US Dollars,23961.107371
Windsor,2014,Finance And Insurance,US Dollars,96739.3508
Windsor,2014,Administrative & Waste Management,US Dollars,72283.843791
Windsor Locks,2014,Construction,US Dollars,56147.602817
Windsor Locks,2014,Manufacturing,US Dollars,112156.7974
Windsor Locks,2014,Wholesale Trade,US Dollars,78918.017212
Windsor Locks,2014,Retail Trade,US Dollars,33051.435942
Windsor Locks,2014,Transportation & Warehousing,US Dollars,44923.072848
Windsor Locks,2014,Accommodation And Food Services,US Dollars,19533.396115
Wolcott,2014,Local/Municipal Government,US Dollars,54872.903918
Wolcott,2014,Construction,US Dollars,50695.889567
Wolcott,2014,Manufacturing,US Dollars,49448.798242
Wolcott,2014,Retail Trade,US Dollars,23389.453027
Wolcott,2014,Health Care & Social Assistance,US Dollars,32892.181495
Wolcott,2014,Accommodation And Food Services,US Dollars,11538.493489
Woodbridge,2014,Local/Municipal Government,US Dollars,53718.369152
Woodbridge,2014,Construction,US Dollars,40363.435407
Woodbridge,2014,Manufacturing,US Dollars,61222.206755
Woodbridge,2014,Retail Trade,US Dollars,32336.480811
Woodbridge,2014,Administrative & Waste Management,US Dollars,17007.812311
Woodbridge,2014,Health Care & Social Assistance,US Dollars,26971.252458
Woodbury,2014,Local/Municipal Government,US Dollars,52727.307282
Woodbury,2014,Construction,US Dollars,48443.638731
Woodbury,2014,Manufacturing,US Dollars,42072.419672
Woodbury,2014,Retail Trade,US Dollars,27347.674293
Woodbury,2014,Accommodation And Food Services,US Dollars,17617.149837
Woodstock,2014,Local/Municipal Government,US Dollars,39814.067172
Woodstock,2014,Construction,US Dollars,43727.411321
Woodstock,2014,Manufacturing,US Dollars,63779.774094
Woodstock,2014,Retail Trade,US Dollars,32651.045267
Woodstock,2014,Educational Services,US Dollars,53818.986311
Woodstock,2014,Health Care & Social Assistance,US Dollars,23179.974903
